property,licensedPropertyID,optionSourceID,character,characterID,brandPropertyID
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Hogan, Harold ``Happy`` ( Marvel`s Avengers: Endgame Movie )","1159096505","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Hulk ( Avengers Movie 3 Part 2 )","1159086977","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Hulkbuster Armor Iron Man ( Avengers Movie 3 Part 2 )","1159152524","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Infinity Gauntlet ( Avengers Movie 3 Part 2 )","1159086987","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Iron Man ( Avengers Movie 3 Part 2 )","1159086978","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Iron Patriot ( Avengers Movie 3 Part 2 )","1159152525","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Korg ( Avengers Movie 3 Part 2 )","1159086979","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Lang, Scott ( Marvel`s Avengers: Endgame Movie )","1159096503","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Loki ( Avengers Movie 3 Part 2 )","1159152526","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Loki ( Marvel`s Avengers: Endgame Movie )","1159096504","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Mantis ( Marvel`s Avengers: Endgame Movie )","1159096588","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Miek ( Avengers Movie 3 Part 2 )","1159152527","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Nakia ( Avengers Movie 3 Part 2 )","1159152515","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Nebula ( Avengers Movie 3 Part 2 )","1159086988","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Nick Fury ( Marvel`s Avengers: Endgame Movie )","1159096589","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Okoye ( Marvel`s Avengers: Endgame Movie )","1159096506","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Outriders ( Avengers Movie 3 Part 2 )","1159152516","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Pepper Potts, Virginia ( Marvel`s Avengers: Endgame Movie )","1159096507","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Proxima Midnight ( Avengers Movie 3 Part 2 )","1159152517","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Rescue ( Avengers Movie 3 Part 2 )","1159086980","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Rhodes, James ``Rhodey`` ( Marvel`s Avengers: Endgame Movie )","1159096608","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Rock Python ( Avengers Movie 3 Part 2 )","1159086989","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Rocket Raccoon ( Avengers Movie 3 Part 2 )","1159086981","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Ronin ( Marvel`s Avengers: Endgame Movie )","1159093258","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Scarlet Witch ( Marvel`s Avengers: Endgame Movie )","1159096609","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Shuri ( Avengers Movie 3 Part 2 )","1159086982","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Spider-Man ( Marvel`s Avengers: Endgame Movie )","1159093255","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Star-Lord ( Marvel`s Avengers: Endgame Movie )","1159096616","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Stark, Howard ( Avengers Movie 3 Part 2 )","1159152528","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","T`Challa ( Marvel`s Avengers: Endgame Movie )","1159096610","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Thanos ( Avengers Movie 3 Part 2 )","1159086990","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Thor ( Avengers Movie 3 Part 2 )","1159086991","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Valkyrie ( Marvel`s Avengers: Endgame Movie )","1159096611","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Van Dyne, Hope ( Marvel`s Avengers: Endgame Movie )","1159096612","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Vision ( Marvel`s Avengers: Endgame Movie )","1159096613","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","War Machine ( Avengers Movie 3 Part 2 )","1159086992","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Wasp ( Marvel`s Avengers: Endgame Movie )","1159096617","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Winter Soldier ( Marvel`s Avengers: Endgame Movie )","1159096614","518035490"
"Avengers Movie 3 Part 2 - No Likeness","1067","1007","Wong ( Marvel`s Avengers: Endgame Movie )","1159096615","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Ant-Man ( Avengers Movie 3 Part 2 )","1159086971","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Avengers Logo ( Avengers Movie 3 Part 2 )","1159086972","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Avengers Movie 3 Part 2 (General) ( Marvel`s Avengers: Endgame Movie )","1159086973","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Banner, Bruce ( Marvel`s Avengers: Endgame Movie )","1159096498","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Black Panther ( Marvel`s Avengers: Endgame Movie )","1159093254","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Black Widow ( Avengers Movie 3 Part 2 )","1159086983","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Captain America ( Avengers Movie 3 Part 2 )","1159086984","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Captain Marvel ( Avengers Movie 3 Part 2 )","1159086985","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Chris Hemsworth ( Avengers Movie 3 Part 2 ) - With Likeness","1159372336","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Citizen V ( Avengers Movie 3 Part 2 )","1159086974","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Don Cheadle - Rhodes ( Avengers Movie 3 Part 2 ) - With Likeness","1159372335","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Don Cheadle - War Machine ( Avengers Movie 3 Part 2 ) - With Likeness","1159372337","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Dr. Strange ( Marvel`s Avengers: Endgame Movie )","1159096497","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Drax ( Marvel`s Avengers: Endgame Movie )","1159096501","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Ebony Maw ( Marvel`s Avengers: Endgame Movie )","1159093259","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Falcon ( Marvel`s Avengers: Endgame Movie )","1159096499","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Gamora ( Marvel`s Avengers: Endgame Movie )","1159096500","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","General Family Character (Avengers) ( Avengers Movie 3 Part 2 )","1159086975","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","General Family Character (Avengers) ( Marvel`s Avengers: Endgame Movie)","518035492","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Groot ( Marvel`s Avengers: Endgame Movie )","1159096502","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Guardians of the Galaxy Logo ( Avengers Movie 3 Part 2 )","1159086976","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Gwyneth Paltrow - Potts( Avengers Movie 3 Part 2 ) - With Likeness","1159372338","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Gwyneth Paltrow - Rescue ( Avengers Movie 3 Part 2 ) - With Likeness","1159372342","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Hawkeye ( Avengers Movie 3 Part 2 )","1159086986","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Hogan, Harold ``Happy`` ( Marvel`s Avengers: Endgame Movie )","1159096505","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Hulk ( Avengers Movie 3 Part 2 )","1159086977","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Infinity Gauntlet ( Avengers Movie 3 Part 2 )","1159086987","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Iron Man ( Avengers Movie 3 Part 2 )","1159086978","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Korg ( Avengers Movie 3 Part 2 )","1159086979","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Lang, Scott ( Marvel`s Avengers: Endgame Movie )","1159096503","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Loki ( Marvel`s Avengers: Endgame Movie )","1159096504","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Mantis ( Marvel`s Avengers: Endgame Movie )","1159096588","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Marvel`s Avengers: Endgame Movie - With Likeness","518035493","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Nebula ( Avengers Movie 3 Part 2 )","1159086988","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Nick Fury ( Marvel`s Avengers: Endgame Movie )","1159096589","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Okoye ( Marvel`s Avengers: Endgame Movie )","1159096506","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Pepper Potts, Virginia ( Marvel`s Avengers: Endgame Movie )","1159096507","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Rescue ( Avengers Movie 3 Part 2 )","1159086980","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Rhodes, James ``Rhodey`` ( Marvel`s Avengers: Endgame Movie )","1159096608","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Robert Downey Jr - Iron Man ( Avengers Movie 3 Part 2 ) - With Likeness","1159372339","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Robert Downey Jr - Stark, Tony ( Avengers Movie 3 Part 2 ) - With Likeness","1159372340","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Rock Python ( Avengers Movie 3 Part 2 )","1159086989","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Rocket Raccoon ( Avengers Movie 3 Part 2 )","1159086981","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Ronin ( Marvel`s Avengers: Endgame Movie )","1159093258","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Samuel L. Jackson ( Avengers Movie 3 Part 2 ) - With Likeness","1159372341","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Scarlet Witch ( Marvel`s Avengers: Endgame Movie )","1159096609","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Scarlett Johansson ( Avengers Movie 3 Part 2 ) - With Likeness","1159372363","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Shuri ( Avengers Movie 3 Part 2 )","1159086982","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Spider-Man ( Marvel`s Avengers: Endgame Movie )","1159093255","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Star-Lord ( Marvel`s Avengers: Endgame Movie )","1159096616","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","T`Challa ( Marvel`s Avengers: Endgame Movie )","1159096610","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Thanos ( Avengers Movie 3 Part 2 )","1159086990","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Thor ( Avengers Movie 3 Part 2 )","1159086991","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Tom Hiddleston ( Avengers Movie 3 Part 2 ) - With Likeness","1159372365","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Valkyrie ( Marvel`s Avengers: Endgame Movie )","1159096611","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Van Dyne, Hope ( Marvel`s Avengers: Endgame Movie )","1159096612","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Vision ( Marvel`s Avengers: Endgame Movie )","1159096613","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","War Machine ( Avengers Movie 3 Part 2 )","1159086992","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Wasp ( Marvel`s Avengers: Endgame Movie )","1159096617","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Winter Soldier ( Marvel`s Avengers: Endgame Movie )","1159096614","518035490"
"Avengers Movie 3 Part 2 - With Likeness","1068","1007","Wong ( Marvel`s Avengers: Endgame Movie )","1159096615","518035490"
"BVS","545","1007","Alf","585","207"
"BVS","545","1007","Angela Anaconda","518031467","518031466"
"BVS","545","1007","Beetleborgs","518031511","518031510"
"BVS","545","1007","Bobby`s World","518031471","518031470"
"BVS","545","1007","Diabolik","518031473","518031472"
"BVS","545","1007","Digimon 01","518031461","518031460"
"BVS","545","1007","Digimon 02","518031463","518031462"
"BVS","545","1007","Galidor","518031590","518031589"
"BVS","545","1007","Jim Button","518031475","518031474"
"BVS","545","1007","Life with Louie","518031477","518031476"
"BVS","545","1007","NASCAR Racers","518031465","518031464"
"BVS","545","1007","Oliver Twist","518031479","518031478"
"BVS","545","1007","Princess Sissi","518031469","518031468"
"BVS","545","1007","Spy Dogs","518031481","518031480"
"BVS","545","1007","The Addams Family","518031509","518031508"
"BVS","545","1007","The Mystic Knights of Tir Na Nog","518031505","518031504"
"BVS","545","1007","The Tick","518031503","518031502"
"BVS","545","1007","Totally Spies","518031483","518031482"
"BVS","545","1007","V.R. Troopers","518031507","518031506"
"Babes in Toyland","1009","1007","Babes in Toyland","518035069","518035068"
"Baby Einstein","335","1007","Baby Einstein","518031538","518031537"
"Babylon A.D.","1159104929","1007","Babylon A.D.","1159104010","1159105009"
"Bad Girls","1159104912","1007","Bad Girl`s","1159104011","1159105010"
"Bambi","104","1007","Bambi","269","62"
"Bambi - Individual Characters","105","1007","Flower","271","62"
"Bambi - Individual Characters","105","1007","Thumper","270","62"
"Bambi 2","106","1007","Bambi 2","518031933","518031932"
"Baseball Tonight","1159100848","1007","Baseball Tonight","1159100830","1006"
"Baskets","1159115129","1007","Baskets - General (No Name, Likeness Or Voice Royalty)","1159115011","1159115049"
"Battle for the Planet of the Apes","1159097328","1007","Battle for the Planet of the Apes","1159096866","1159096920"
